handle,name,platform,niche,followers,avg_engagement_rate,location,verified,fake_followers_pct,data_repaired_flag,recent_posts_sampled_sim,luxury_post_count_sim,jewelry_post_count_sim,fashion_apparel_post_count_sim,beauty_post_count_sim,lifestyle_post_count_sim,luxury_post_ratio_sim,jewelry_post_ratio_sim,fashion_apparel_post_ratio_sim,beauty_post_ratio_sim,lifestyle_post_ratio_sim,past_campaign_count_sim,past_luxury_campaign_count_sim,past_successful_campaign_count_sim,past_successful_luxury_campaign_count_sim,past_campaign_success_rate_sim,past_luxury_campaign_success_rate_sim,avg_campaign_roas_sim,avg_sales_uplift_pct_sim,avg_conversion_rate_pct_sim,simulated_campaign_success_target,synthetic_data_flag,synthetic_generation_version
@supernanny,Supernanny,youtube,lifestyle,4390000.0,19.7,,FALSE,0.0,0,20,8,3,14,6,15,0.4,0.15,0.7,0.3,0.75,5,0,2,0,0.4,0.0,2.48,11.83,3.58,1,1,v1_deterministic
@carolinegirvan,Caroline Girvan,youtube,lifestyle,4390000.0,27.23,,FALSE,0.0,0,20,3,3,10,7,13,0.15,0.15,0.5,0.35,0.65,6,1,5,0,0.8333,0.0,3.22,22.03,4.5,1,1,v1_deterministic
@fitfixx,FitFix ,youtube,fitness,4390000.0,50,,FALSE,0.0,0,20,1,2,5,2,9,0.05,0.1,0.25,0.1,0.45,8,1,3,0,0.375,0.0,2.31,15.14,3.06,0,1,v1_deterministic
@drdisrespect,DrDisRespect,youtube,lifestyle,4380000.0,10.73,,FALSE,0.0,0,20,3,4,7,2,13,0.15,0.2,0.35,0.1,0.65,4,0,1,0,0.25,0.0,2.0,7.05,1.67,0,1,v1_deterministic
@minelandofficial,MineLand,youtube,lifestyle,4380000.0,25.86,,FALSE,0.0,0,20,3,1,7,8,16,0.15,0.05,0.35,0.4,0.8,6,2,4,1,0.6667,0.5,2.88,15.78,3.79,1,1,v1_deterministic
@yango,YanGo,youtube,lifestyle,4380000.0,50,,FALSE,0.0,0,20,5,3,7,3,11,0.25,0.15,0.35,0.15,0.55,8,1,4,0,0.5,0.0,3.11,23.07,3.52,1,1,v1_deterministic
@offtheranch,Off The Ranch,youtube,lifestyle,4380000.0,14.11,,FALSE,0.0,0,20,2,2,4,2,12,0.1,0.1,0.2,0.1,0.6,5,1,3,0,0.6,0.0,2.89,24.91,3.38,1,1,v1_deterministic
@vedantsir_,Vedant Sir,youtube,business,4380000.0,50,,FALSE,0.0,0,20,1,0,1,0,2,0.05,0.0,0.05,0.0,0.1,8,1,4,0,0.5,0.0,2.85,15.1,3.45,1,1,v1_deterministic
@jaredowen,Jared Owen,youtube,tech,4380000.0,50,,FALSE,0.0,0,20,0,0,1,1,2,0.0,0.0,0.05,0.05,0.1,4,0,0,0,0.0,0.0,1.41,3.93,1.52,0,1,v1_deterministic
@pedritovm,PedritoVM,youtube,lifestyle,4380000.0,37.52,,FALSE,0.0,0,20,3,0,7,7,13,0.15,0.0,0.35,0.35,0.65,12,3,9,0,0.75,0.0,3.41,19.31,3.83,0,1,v1_deterministic
@hyram,Hyram,youtube,education,4380000.0,6.43,US,FALSE,0.0,0,20,3,0,3,0,4,0.15,0.0,0.15,0.0,0.2,6,1,3,1,0.5,1.0,2.94,17.19,2.69,1,1,v1_deterministic
@twosetviolin,TwoSetViolin,youtube,lifestyle,4380000.0,20.64,,FALSE,0.0,0,20,2,2,5,3,12,0.1,0.1,0.25,0.15,0.6,8,3,4,1,0.5,0.3333,2.57,12.91,2.92,0,1,v1_deterministic
@alexojeda,Alex Ojeda,youtube,music,4380000.0,50,,FALSE,0.0,0,20,2,1,8,5,4,0.1,0.05,0.4,0.25,0.2,6,1,5,0,0.8333,0.0,3.23,23.54,4.34,1,1,v1_deterministic
@pickuplimes,Pick Up Limes,youtube,fashion,4370000.0,27.34,,FALSE,0.0,0,20,6,4,12,4,4,0.3,0.2,0.6,0.2,0.2,8,1,6,1,0.75,1.0,3.48,17.99,4.29,1,1,v1_deterministic
@8bitryan,8-BitRyan,youtube,gaming,4370000.0,14.97,,FALSE,0.0,0,20,2,0,1,0,3,0.1,0.0,0.05,0.0,0.15,4,0,2,0,0.5,0.0,2.75,16.16,3.29,1,1,v1_deterministic
@aligatie,Ali Gatie,youtube,lifestyle,4370000.0,50,,FALSE,0.0,0,20,6,1,7,4,14,0.3,0.05,0.35,0.2,0.7,3,1,2,0,0.6667,0.0,3.36,19.62,3.68,1,1,v1_deterministic
@sisteryell,?ì¸,youtube,lifestyle,4370000,50.0,,FALSE,0,1,20,6,3,8,6,12,0.3,0.15,0.4,0.3,0.6,7,2,4,2,0.5714,1.0,2.92,17.18,3.88,1,1,v1_deterministic
@ballislife,Ballislife,youtube,lifestyle,4370000.0,11.65,,FALSE,0.0,0,20,6,2,10,4,13,0.3,0.1,0.5,0.2,0.65,8,3,4,3,0.5,1.0,2.11,21.19,3.16,0,1,v1_deterministic
@darshanravaldz,DarshanRavalDZ,youtube,lifestyle,4370000.0,50,,FALSE,0.0,0,20,5,1,5,6,14,0.25,0.05,0.25,0.3,0.7,5,0,3,0,0.6,0.0,3.56,22.88,3.92,1,1,v1_deterministic
@gregguillotin,Greg Guillotin,youtube,lifestyle,4360000.0,50,,FALSE,0.0,0,20,7,1,7,7,14,0.35,0.05,0.35,0.35,0.7,6,2,3,1,0.5,0.5,2.72,24.99,3.33,0,1,v1_deterministic
@shivanyasuraj1211,Shivanya1211sp,youtube,comedy,4360000.0,25.1,,FALSE,0.0,0,20,1,0,2,0,2,0.05,0.0,0.1,0.0,0.1,11,0,4,0,0.3636,0.0,2.6,12.31,2.96,0,1,v1_deterministic
@colornumbers-kids,ColorNumbers - Kids Learning Videos,youtube,gaming,4360000.0,50,,FALSE,0.0,0,20,0,1,1,0,7,0.0,0.05,0.05,0.0,0.35,6,0,4,0,0.6667,0.0,3.22,17.38,3.58,0,1,v1_deterministic
@_heilwig_,HEILWIG OFFICIAL,youtube,comedy,4360000.0,50,,FALSE,0.0,0,20,2,2,4,1,3,0.1,0.1,0.2,0.05,0.15,7,0,3,0,0.4286,0.0,2.4,7.44,3.08,0,1,v1_deterministic
@fivefingerdeathpunch,Five Finger Death Punch,youtube,lifestyle,4360000.0,50,,FALSE,0.0,0,20,8,1,9,8,14,0.4,0.05,0.45,0.4,0.7,8,3,5,3,0.625,1.0,2.81,20.1,3.93,0,1,v1_deterministic
@hudabeauty,Huda Beauty,youtube,beauty,4360000.0,11.74,,FALSE,0.0,0,20,10,2,3,15,7,0.5,0.1,0.15,0.75,0.35,6,2,3,1,0.5,0.5,2.97,16.48,3.64,0,1,v1_deterministic
@mariananolasco,Mariana Nolasco,youtube,lifestyle,4360000.0,43.75,,FALSE,0.0,0,20,7,3,6,5,15,0.35,0.15,0.3,0.25,0.75,5,1,2,1,0.4,1.0,2.65,17.1,2.32,0,1,v1_deterministic
@notgamerfleet,NotGamerFleet,youtube,gaming,4360000.0,26.56,,FALSE,0.0,0,20,0,0,1,0,5,0.0,0.0,0.05,0.0,0.25,5,0,2,0,0.4,0.0,2.69,7.5,3.01,0,1,v1_deterministic
@michaelbuble,Michael BublÃ©,youtube,music,4350000.0,50,,FALSE,0.0,0,20,3,3,3,5,5,0.15,0.15,0.15,0.25,0.25,6,1,2,1,0.3333,1.0,1.84,11.32,3.0,1,1,v1_deterministic
@bambbeats,Bamb Beats,youtube,lifestyle,4350000.0,50,,FALSE,0.0,0,20,5,1,8,6,14,0.25,0.05,0.4,0.3,0.7,6,1,4,1,0.6667,1.0,3.36,23.01,3.95,1,1,v1_deterministic
@ozodaofficial,Ozoda ,youtube,lifestyle,4350000.0,50,,FALSE,0.0,0,20,9,3,7,8,12,0.45,0.15,0.35,0.4,0.6,8,3,7,0,0.875,0.0,4.41,21.15,4.09,0,1,v1_deterministic
@miniladdd,Mini Ladd,youtube,lifestyle,4350000.0,23.78,,FALSE,0.0,0,20,6,2,12,3,14,0.3,0.1,0.6,0.15,0.7,9,2,4,1,0.4444,0.5,2.31,14.44,3.34,0,1,v1_deterministic
@savagesquaregaming,The Savage Square,youtube,gaming,4350000.0,50,,FALSE,0.0,0,20,1,0,4,0,4,0.05,0.0,0.2,0.0,0.2,7,1,4,0,0.5714,0.0,2.74,18.42,3.99,0,1,v1_deterministic
@carlyraemusic,Carly Rae Jepsen,youtube,lifestyle,4350000.0,50,,FALSE,0.0,0,20,9,3,6,5,15,0.45,0.15,0.3,0.25,0.75,4,3,3,3,0.75,1.0,3.89,21.25,4.39,1,1,v1_deterministic
@trendytechreviewshow,Trendy Tech Review Show,youtube,tech,4350000.0,34.87,,FALSE,0.0,0,20,2,0,6,0,3,0.1,0.0,0.3,0.0,0.15,7,0,2,0,0.2857,0.0,2.03,14.26,3.2,0,1,v1_deterministic
@joejenkins,Joe Jenkins,youtube,lifestyle,4350000.0,50,,FALSE,0.0,0,20,7,6,7,3,14,0.35,0.3,0.35,0.15,0.7,5,0,4,0,0.8,0.0,3.77,16.19,4.59,1,1,v1_deterministic
@alexity_world,ALEXITY,youtube,lifestyle,4350000.0,34.95,,FALSE,0.0,0,20,4,0,11,4,12,0.2,0.0,0.55,0.2,0.6,7,1,5,1,0.7143,1.0,3.56,18.74,4.39,1,1,v1_deterministic
@somethingelseyt,SomeThingElseYT,youtube,music,4350000.0,50,,FALSE,0.0,0,20,3,1,4,3,8,0.15,0.05,0.2,0.15,0.4,4,0,3,0,0.75,0.0,3.29,19.98,3.88,0,1,v1_deterministic
@houshoumarine,Marine Ch. å®é?ãª,youtube,lifestyle,4350000,31.27,,FALSE,0,1,20,6,0,5,5,14,0.3,0.0,0.25,0.25,0.7,7,2,5,2,0.7143,1.0,3.53,23.73,4.15,1,1,v1_deterministic
@newrockstars,New Rockstars,youtube,gaming,4350000.0,11.86,,FALSE,0.0,0,20,1,0,3,0,3,0.05,0.0,0.15,0.0,0.15,3,1,2,1,0.6667,1.0,2.81,15.69,2.99,0,1,v1_deterministic
@skypeace,?¹ã«?¤ã?¼ã¹,youtube,lifestyle,4340000.0,35.09,,FALSE,0.0,0,20,3,1,11,6,14,0.15,0.05,0.55,0.3,0.7,7,3,4,2,0.5714,0.6667,2.89,11.84,3.6,0,1,v1_deterministic
@sharad_art4u,Sharad_art4u,youtube,education,4340000.0,23.64,,FALSE,0.0,0,20,0,1,0,0,3,0.0,0.05,0.0,0.0,0.15,3,0,2,0,0.6667,0.0,2.66,21.5,4.4,0,1,v1_deterministic
@leroysanchez,Leroy Sanchez,youtube,lifestyle,4340000.0,50,,FALSE,0.0,0,20,9,3,8,5,17,0.45,0.15,0.4,0.25,0.85,7,3,4,3,0.5714,1.0,2.89,17.33,3.12,0,1,v1_deterministic
@funarmyshorts,Gaming Fun Army,youtube,gaming,4340000.0,50,,FALSE,0.0,0,20,6,1,2,1,3,0.3,0.05,0.1,0.05,0.15,13,4,4,2,0.3077,0.5,2.49,14.23,2.4,1,1,v1_deterministic
@madrasi,Madrasi,youtube,business,4340000.0,25.37,,FALSE,0.0,0,20,2,0,3,0,8,0.1,0.0,0.15,0.0,0.4,2,0,1,0,0.5,0.0,3.14,15.05,2.97,1,1,v1_deterministic
@babbumaan,Babbu Maan,youtube,lifestyle,4340000.0,50,,FALSE,0.0,0,20,4,0,8,3,9,0.2,0.0,0.4,0.15,0.45,5,1,4,1,0.8,1.0,4.13,18.21,4.88,1,1,v1_deterministic
@bachelorspadtv,KingBach,youtube,lifestyle,4340000.0,24.86,,FALSE,0.0,0,20,7,1,10,6,15,0.35,0.05,0.5,0.3,0.75,13,5,8,3,0.6154,0.6,3.38,23.58,3.89,1,1,v1_deterministic
@mcjuggernuggets,Jesse Ridgway (McJuggerNuggets),youtube,lifestyle,4340000.0,23.11,,FALSE,0.0,0,20,4,0,9,5,14,0.2,0.0,0.45,0.25,0.7,3,0,1,0,0.3333,0.0,2.09,16.26,2.87,1,1,v1_deterministic
@uturnscreations,U Turns Creations,youtube,lifestyle,4340000.0,50,,FALSE,0.0,0,20,6,2,6,4,15,0.3,0.1,0.3,0.2,0.75,9,5,4,3,0.4444,0.6,2.89,19.11,3.69,0,1,v1_deterministic
@wscubetech,WsCube Tech,youtube,tech,4330000.0,1.62,IN,FALSE,0.0,0,20,3,1,2,0,3,0.15,0.05,0.1,0.0,0.15,4,2,2,1,0.5,0.5,2.57,17.46,2.88,0,1,v1_deterministic
@futurevevo,FutureVEVO,youtube,music,4330000.0,50,,FALSE,0.0,0,20,4,3,7,1,3,0.2,0.15,0.35,0.05,0.15,6,1,4,1,0.6667,1.0,3.21,19.22,3.77,0,1,v1_deterministic
@boneym.official,Boney M.,youtube,lifestyle,4330000.0,50,,FALSE,0.0,0,20,4,3,8,3,15,0.2,0.15,0.4,0.15,0.75,14,4,10,2,0.7143,0.5,2.96,16.9,4.1,0,1,v1_deterministic
@ckay_yo,CKay,youtube,lifestyle,4330000.0,50,,FALSE,0.0,0,20,12,2,7,5,13,0.6,0.1,0.35,0.25,0.65,7,4,6,4,0.8571,1.0,4.2,26.49,4.64,1,1,v1_deterministic
@aerosmith,Aerosmith,youtube,lifestyle,4330000.0,50,,FALSE,0.0,0,20,6,3,9,2,12,0.3,0.15,0.45,0.1,0.6,7,1,5,1,0.7143,1.0,2.95,27.89,4.07,1,1,v1_deterministic
@panamatta,Pana Matta,youtube,lifestyle,4330000.0,19.32,,FALSE,0.0,0,20,5,1,7,6,8,0.25,0.05,0.35,0.3,0.4,7,2,2,1,0.2857,0.5,2.32,8.4,2.27,1,1,v1_deterministic
@sergioaguerooficial,Sergio AgÃ¼ero Oficial,youtube,lifestyle,4330000.0,12.74,,FALSE,0.0,0,20,4,4,9,5,12,0.2,0.2,0.45,0.25,0.6,5,2,2,0,0.4,0.0,2.52,17.96,2.31,0,1,v1_deterministic
@mattybvlogs,MattyB Vlogs,youtube,music,4330000.0,50,,FALSE,0.0,0,20,4,2,4,0,4,0.2,0.1,0.2,0.0,0.2,7,1,2,1,0.2857,1.0,2.27,10.8,2.67,1,1,v1_deterministic
@berastuton,Berastuton,youtube,lifestyle,4330000.0,50,,FALSE,0.0,0,20,9,2,7,4,16,0.45,0.1,0.35,0.2,0.8,11,3,6,3,0.5455,1.0,2.78,20.29,2.88,0,1,v1_deterministic
@mythicalkitchen,Mythical Kitchen,youtube,food,4320000.0,25.11,,FALSE,0.0,0,20,2,0,2,0,8,0.1,0.0,0.1,0.0,0.4,9,0,5,0,0.5556,0.0,2.85,13.86,3.61,1,1,v1_deterministic
@cute.baby.shark1,Cute,youtube,comedy,4320000.0,40.96,,FALSE,0.0,0,20,1,0,4,0,4,0.05,0.0,0.2,0.0,0.2,5,1,4,1,0.8,1.0,3.73,26.47,4.46,1,1,v1_deterministic
@duniamanji,dunia MANJI,youtube,music,4320000.0,10.47,,FALSE,0.0,0,20,3,1,2,2,3,0.15,0.05,0.1,0.1,0.15,7,0,4,0,0.5714,0.0,2.68,14.23,3.11,1,1,v1_deterministic
@bindaastvfunnycomedystories,Bindaas Tv - Funny Comedy Stories,youtube,comedy,4320000.0,50,,FALSE,0.0,0,20,4,0,8,1,6,0.2,0.0,0.4,0.05,0.3,11,2,6,2,0.5455,1.0,2.84,22.0,3.01,1,1,v1_deterministic
@roblandes,Rob Landes,youtube,music,4320000.0,28.38,,FALSE,0.0,0,20,6,1,8,3,7,0.3,0.05,0.4,0.15,0.35,8,4,3,4,0.375,1.0,2.96,10.26,3.42,0,1,v1_deterministic
@skilletband,Skillet,youtube,lifestyle,4320000.0,50,,FALSE,0.0,0,20,1,2,6,5,12,0.05,0.1,0.3,0.25,0.6,12,2,8,1,0.6667,0.5,3.44,12.42,3.74,0,1,v1_deterministic
@amywinehousevideo,Amy Winehouse,youtube,lifestyle,4320000.0,50,,FALSE,0.0,0,20,9,3,8,5,15,0.45,0.15,0.4,0.25,0.75,10,3,6,2,0.6,0.6667,3.73,19.58,3.93,0,1,v1_deterministic
@pyramidmusics,Pyramid Music,youtube,music,4310000.0,9.61,,FALSE,0.0,0,20,7,1,9,3,3,0.35,0.05,0.45,0.15,0.15,4,1,1,1,0.25,1.0,1.64,11.34,1.65,1,1,v1_deterministic
@2chainz,2 Chainz,youtube,lifestyle,4310000.0,50,,FALSE,0.0,0,20,8,5,15,7,13,0.4,0.25,0.75,0.35,0.65,4,3,1,1,0.25,0.3333,2.81,5.97,2.54,1,1,v1_deterministic
@techquickie,Techquickie,youtube,tech,4310000.0,16.67,,FALSE,0.0,0,20,0,0,0,0,5,0.0,0.0,0.0,0.0,0.25,8,1,5,0,0.625,0.0,2.61,19.4,3.69,1,1,v1_deterministic
@gabrieljaniques,Gabriel Janiques,youtube,lifestyle,4310000.0,50,,FALSE,0.0,0,20,7,3,6,0,13,0.35,0.15,0.3,0.0,0.65,10,4,2,2,0.2,0.5,1.92,12.68,2.74,0,1,v1_deterministic
@bviral,BVIRAL,youtube,lifestyle,4310000.0,5.52,,FALSE,0.0,0,20,2,1,6,10,14,0.1,0.05,0.3,0.5,0.7,2,2,0,1,0.0,0.5,0.51,6.19,0.32,1,1,v1_deterministic
@kaizadkaifvlogs,kaizad kaif vlogs,youtube,fashion,4310000.0,50,,FALSE,0.0,0,20,10,0,14,3,10,0.5,0.0,0.7,0.15,0.5,9,5,6,3,0.6667,0.6,3.74,22.73,4.31,1,1,v1_deterministic
@startvresmi,STAR TV,youtube,lifestyle,4310000.0,5.78,,FALSE,0.0,0,20,8,2,7,7,12,0.4,0.1,0.35,0.35,0.6,1,0,1,0,1.0,0.0,3.95,23.15,4.62,1,1,v1_deterministic
@babache12555,Baba Che,youtube,lifestyle,4310000.0,50,,FALSE,0.0,0,20,5,0,7,4,13,0.25,0.0,0.35,0.2,0.65,9,2,6,2,0.6667,1.0,3.55,20.55,4.06,0,1,v1_deterministic
@smii7yplus,SMii7Yplus,youtube,gaming,4310000.0,50,,FALSE,0.0,0,20,1,0,2,0,8,0.05,0.0,0.1,0.0,0.4,6,0,1,0,0.1667,0.0,1.55,5.92,2.14,0,1,v1_deterministic
@jayztwocents,JayzTwoCents,youtube,lifestyle,4310000.0,11.22,,FALSE,0.0,0,20,5,2,11,8,16,0.25,0.1,0.55,0.4,0.8,6,0,4,0,0.6667,0.0,3.31,24.29,3.73,0,1,v1_deterministic
@_iuofficial,?ì´??IU),tiktok,lifestyle,4300000.0,8.7,,TRUE,0.0,0,40,12,3,15,12,30,0.3,0.075,0.375,0.3,0.75,8,2,5,2,0.625,1.0,3.21,16.04,3.62,1,1,v1_deterministic
@chico-103-year-old,Chico,youtube,food,4300000.0,50,,FALSE,0.0,0,20,0,0,1,1,7,0.0,0.0,0.05,0.05,0.35,10,0,4,0,0.4,0.0,2.22,11.97,2.79,0,1,v1_deterministic
@juliabeautx,Julia Beautx,tiktok,lifestyle,4300000.0,5.44,,TRUE,0.0,0,40,10,4,19,12,26,0.25,0.1,0.475,0.3,0.65,5,1,4,0,0.8,0.0,3.8,27.55,4.18,0,1,v1_deterministic
@mgdalenafofficial,MGDALENAF,youtube,lifestyle,4300000.0,16.87,,FALSE,0.0,0,20,6,4,5,5,18,0.3,0.2,0.25,0.25,0.9,8,3,4,1,0.5,0.3333,2.9,13.84,3.54,1,1,v1_deterministic
@prernamalhan,Wanderers Live,youtube,lifestyle,4300000.0,50,,FALSE,0.0,0,20,4,2,6,8,15,0.2,0.1,0.3,0.4,0.75,7,3,3,2,0.4286,0.6667,2.74,11.51,2.57,0,1,v1_deterministic
@cynthiaparkerrrr,Cynthia Parker,tiktok,business,4300000.0,10.99,,TRUE,0.0,0,40,0,2,1,1,13,0.0,0.05,0.025,0.025,0.325,8,0,6,0,0.75,0.0,3.43,21.96,3.43,0,1,v1_deterministic
@oblivioushd_,ObliviousHD,youtube,lifestyle,4300000.0,50,,FALSE,0.0,0,20,7,2,8,4,15,0.35,0.1,0.4,0.2,0.75,10,4,7,2,0.7,0.5,3.38,21.85,4.44,0,1,v1_deterministic
@craftsmanwhale,Craftsman Whale,youtube,tech,4300000.0,24.87,,FALSE,0.0,0,20,3,0,0,1,4,0.15,0.0,0.0,0.05,0.2,4,1,4,0,1.0,0.0,3.99,19.93,4.51,0,1,v1_deterministic
@arcangel,Arcangel,tiktok,lifestyle,4300000.0,15.12,,TRUE,0.0,0,40,16,5,14,11,27,0.4,0.125,0.35,0.275,0.675,6,4,3,4,0.5,1.0,2.83,19.85,3.3,0,1,v1_deterministic
@ayushmore2,Ayush More 2.0,youtube,gaming,4300000.0,30,,FALSE,0.0,0,20,4,0,2,1,5,0.2,0.0,0.1,0.05,0.25,7,0,2,0,0.2857,0.0,2.07,14.08,2.38,0,1,v1_deterministic
@imbixu,I. M. Bixu,youtube,gaming,4300000.0,33.54,,FALSE,0.0,0,20,2,0,3,1,7,0.1,0.0,0.15,0.05,0.35,6,0,3,0,0.5,0.0,2.41,15.22,3.36,0,1,v1_deterministic
@jen_animation,JenAnimation,youtube,business,4300000.0,50,,FALSE,0.0,0,20,2,0,5,1,1,0.1,0.0,0.25,0.05,0.05,8,2,3,2,0.375,1.0,2.43,9.21,3.22,1,1,v1_deterministic
@davidshowshorts,David Show #shorts,youtube,comedy,4300000.0,36.04,,FALSE,0.0,0,20,0,0,2,0,5,0.0,0.0,0.1,0.0,0.25,5,0,3,0,0.6,0.0,2.8,22.32,4.27,0,1,v1_deterministic
@xiaorouseeu1231,Emre,tiktok,lifestyle,4300000.0,50,,FALSE,0.0,0,40,9,1,18,8,24,0.225,0.025,0.45,0.2,0.6,2,1,2,1,1.0,1.0,4.33,33.8,5.46,1,1,v1_deterministic
@krisjenner,Kris,tiktok,business,4300000.0,8.58,,TRUE,0.0,0,40,3,1,4,0,10,0.075,0.025,0.1,0.0,0.25,8,0,4,0,0.5,0.0,2.43,17.8,2.45,0,1,v1_deterministic
@lexychaplin,lexychaplin,tiktok,lifestyle,4300000.0,7.04,,FALSE,0.0,0,40,11,5,16,9,30,0.275,0.125,0.4,0.225,0.75,4,2,3,1,0.75,0.5,3.07,22.91,3.28,0,1,v1_deterministic
@tohoanimation,TOHO animation ?ã£?³ã,youtube,lifestyle,4300000,23.82,,FALSE,0,1,20,2,2,7,8,12,0.1,0.1,0.35,0.4,0.6,6,1,0,0,0.0,0.0,1.0,0.91,1.64,0,1,v1_deterministic
@ellamai,Ella Mai,youtube,lifestyle,4290000.0,50,,FALSE,0.0,0,20,5,0,7,3,14,0.25,0.0,0.35,0.15,0.7,5,1,3,1,0.6,1.0,3.26,24.65,3.3,1,1,v1_deterministic
@lafouineofficiel,La Fouine,youtube,lifestyle,4290000.0,50,,FALSE,0.0,0,20,5,2,7,5,10,0.25,0.1,0.35,0.25,0.5,7,3,4,2,0.5714,0.6667,3.17,11.24,3.96,1,1,v1_deterministic
@paramountpictures,Paramount Pictures,youtube,lifestyle,4290000.0,32.4,,FALSE,0.0,0,20,4,1,7,7,15,0.2,0.05,0.35,0.35,0.75,6,1,4,0,0.6667,0.0,3.63,17.47,3.92,1,1,v1_deterministic
@hotwheels,Hot Wheels,youtube,lifestyle,4290000.0,17.98,,FALSE,0.0,0,20,2,4,11,6,9,0.1,0.2,0.55,0.3,0.45,11,3,4,3,0.3636,1.0,2.43,16.54,2.86,1,1,v1_deterministic
@jakewebber9,Jake Webber,youtube,business,4290000.0,36.12,,FALSE,0.0,0,20,0,0,0,0,2,0.0,0.0,0.0,0.0,0.1,12,1,6,1,0.5,1.0,2.26,11.37,3.0,0,1,v1_deterministic
@primecreations1,Prime Creations,youtube,lifestyle,4290000.0,50,,FALSE,0.0,0,20,7,1,7,6,14,0.35,0.05,0.35,0.3,0.7,3,0,3,0,1.0,0.0,4.46,24.82,5.54,0,1,v1_deterministic
@streetfoodjourney5,STREET FOOD JOURNEY,youtube,food,4290000.0,50,,FALSE,0.0,0,20,2,0,0,0,9,0.1,0.0,0.0,0.0,0.45,8,0,2,0,0.25,0.0,2.21,5.75,2.67,1,1,v1_deterministic
@mybollywoodbody,MY BOLLYWOOD BODY,youtube,lifestyle,4290000.0,3.31,CA,FALSE,0.0,0,20,5,2,5,6,14,0.25,0.1,0.25,0.3,0.7,2,0,1,0,0.5,0.0,2.49,16.29,2.54,0,1,v1_deterministic
@strictlydumpling,Strictly Dumpling,youtube,food,4280000.0,27.69,,FALSE,0.0,0,20,0,0,1,1,6,0.0,0.0,0.05,0.05,0.3,2,0,1,0,0.5,0.0,3.18,21.52,3.0,1,1,v1_deterministic
@naseemans,Naseem Ans,youtube,business,4280000.0,19.68,,FALSE,0.0,0,20,2,1,2,0,7,0.1,0.05,0.1,0.0,0.35,5,1,3,1,0.6,1.0,3.28,17.6,3.58,0,1,v1_deterministic
@soyuzmultfilm,Ð¡Ð¾?Ð·Ð¼?Ð»???Ð¸Ð»?Ð¼,youtube,lifestyle,4280000.0,21.11,,FALSE,0.0,0,20,7,2,3,3,13,0.35,0.1,0.15,0.15,0.65,1,0,1,0,1.0,0.0,4.1,29.56,5.86,0,1,v1_deterministic
@astheticavi,Avinash Kumar,youtube,business,4280000.0,26.91,,FALSE,0.0,0,20,2,0,0,2,5,0.1,0.0,0.0,0.1,0.25,11,4,6,2,0.5455,0.5,3.16,9.17,3.93,0,1,v1_deterministic
@theblacklabel,THEBLACKLABEL,youtube,lifestyle,4280000.0,50,,FALSE,0.0,0,20,8,3,8,7,16,0.4,0.15,0.4,0.35,0.8,7,3,5,2,0.7143,0.6667,3.86,28.16,3.85,0,1,v1_deterministic
@tastinghistory,Tasting History with Max Miller,youtube,food,4280000.0,37.4,,FALSE,0.0,0,20,0,0,1,0,6,0.0,0.0,0.05,0.0,0.3,7,0,4,0,0.5714,0.0,3.07,7.28,3.67,0,1,v1_deterministic
@theshowisyou,theShow,youtube,lifestyle,4270000.0,16,,FALSE,0.0,0,20,6,1,8,6,11,0.3,0.05,0.4,0.3,0.55,5,2,2,2,0.4,1.0,1.99,11.29,2.7,0,1,v1_deterministic
@prokotv,Proko,youtube,music,4270000.0,6.12,US,FALSE,0.0,0,20,1,0,6,5,5,0.05,0.0,0.3,0.25,0.25,1,1,0,1,0.0,1.0,1.35,-3.8,0.82,0,1,v1_deterministic
@jackfrags,jackfrags,youtube,gaming,4270000.0,12.17,,FALSE,0.0,0,20,1,1,3,0,6,0.05,0.05,0.15,0.0,0.3,4,0,1,0,0.25,0.0,2.26,6.64,1.8,1,1,v1_deterministic
@_juliyav_,juliyav,youtube,lifestyle,4270000.0,50,,FALSE,0.0,0,20,2,5,5,6,14,0.1,0.25,0.25,0.3,0.7,9,4,7,2,0.7778,0.5,3.54,23.58,4.34,1,1,v1_deterministic
@benjikrol,Benji Krol,youtube,business,4270000.0,50,,FALSE,0.0,0,20,2,0,2,0,3,0.1,0.0,0.1,0.0,0.15,5,0,2,0,0.4,0.0,2.51,19.2,3.4,0,1,v1_deterministic
@wtfakt,WTFÐ°Ðº?,youtube,lifestyle,4260000.0,35.79,,FALSE,0.0,0,20,8,3,3,3,13,0.4,0.15,0.15,0.15,0.65,4,1,2,0,0.5,0.0,3.21,22.73,3.56,1,1,v1_deterministic
@realaddiebowley,Addie Bowley,youtube,business,4260000.0,50,,FALSE,0.0,0,20,3,0,2,0,5,0.15,0.0,0.1,0.0,0.25,6,0,0,0,0.0,0.0,0.99,6.96,1.32,1,1,v1_deterministic
@naiznankutv,??? ????????Ð£,youtube,lifestyle,4260000.0,46.45,,FALSE,0.0,0,20,5,4,8,5,13,0.25,0.2,0.4,0.25,0.65,9,4,5,2,0.5556,0.5,3.05,13.03,3.69,1,1,v1_deterministic
@diabolilith-w6u,Diabo Lilith,youtube,lifestyle,4260000.0,50,,FALSE,0.0,0,20,9,0,9,4,17,0.45,0.0,0.45,0.2,0.85,3,0,2,0,0.6667,0.0,3.3,26.01,4.22,0,1,v1_deterministic
